question_id,question_fa,question_en,gold_answer,question_mode,sheet_name
84,کدام‌یک از سازه‌های ایران یا برج مخابراتی یا قربانگاه است؟ الف)برج گرگان ب) کاخ گلستان ج) پل ورسک د) بازار تبریز,Which of the following structures in Iran are either a communication tower or an altar? A) Gorgan Tower B) Golestan Palace C) Veresk Bridge D) Tabriz Bazaar,A,MCQ,single-op-MCQ
85,کدام‌یک از سازه‌های ایران یا برج مخابراتی یا اثر شاخص معماری است؟ الف) مسجد جمکران ب) پل طبیعت ج) امامزاده عبدالله د) فرهنگسرا ساری,Which of the following structures in Iran are either a communication tower or a notable architectural work? A) Jamkaran Mosque B) Tabiat Bridge C) Imamzadeh Abdullah D) Sari Cultural Center,A,MCQ,single-op-MCQ
86,کدام‌یک از موزه‌های ایران هم موزهٔ ملی است و هم موزهٔ هنر؟ الف) موزهٔ جواهرات ملی ایران ب) کاخ نیاوران ج) موزه خودروهای تاریخی ایران د) گالری گلستان,Which of the following museums in Iran is both a national museum and an art museum? A) Treasury of National Jewels B) Niavaran Palace Complex C) National Car Museum of Iran D) Golestan Gallery,A,MCQ,single-op-MCQ
87,کدام‌یک از مؤسسه‌های زیر در ایران هم موزهٔ ملی است و هم کتابخانهٔ ملی؟ الف) کتابخانه و موزه ملی ملک ب) موزه فرش ایران ج) کتابخانه ملی رشت د) کتابخانه ملی تبریز,Which of the following institutions in Iran is both a national museum and a national library? A) Malek National Library and Museum B) Carpet Museum of Iran C) Rasht National Library D) Tabriz National Library,A,MCQ,single-op-MCQ
88,کدام‌یک از مراکز زیر در در ایران هم کتابخانهٔ ملی است و هم آرشیو ملی؟ الف) سازمان اسناد و کتابخانه ملی ایران ب) کتابخانه ملی تبریز ج) کتابخانه مرکزی آستان قدس رضوی د) موزه ملی ایران,Which of the following centers in Iran is both a national library and a national archive? A) National Library and Archives of Iran B) Tabriz National Library C) Central Library of Astan Quds Razavi D) National Museum of Iran,A,MCQ,single-op-MCQ
89,کدام‌یک از موزه‌های زیر یا موزهٔ ملی یا موزهٔ هنر است؟ الف) موزه فرش ایران ب) کتابخانه ملی تبریز ج) کتابخانه مرکزی آستان قدس رضوی د) آرشیو ملی ایران,Which of the following museums in Iran is either a national museum or an art museum? A) Carpet Museum of Iran B) Tabriz National Library C) Central Library of Astan Quds Razavi D) National Archives of Iran,A,MCQ,single-op-MCQ
90,کدام‌یک از مؤسسه‌های زیر یا موزهٔ ملی یا کتابخانهٔ ملی است؟ الف) کاخ سعدآباد ب) تالار وحدت ج) فرهنگسرای پارس د) تئاتر شهر,Which of the following institutions in Iran is either a national museum or a national library? A) Sa'dabad Palace B) Vahdat Hall C) Pars Cultural Center D) City Theater,A,MCQ,single-op-MCQ
91,کدام‌یک از مؤسسه‌های زیر یا موزهٔ ملی یا آرشیو ملی است؟ الف) موزه رضا عباسی ب) تئاتر شهر ج) پردیس سینمایی ملت د) خانه هنرمندان,Which of the following institutions in Iran is either a national museum or a national archive? A) Reza Abbasi Museum B) City Theater C) Mellat Cinema Campus D) Artists' Forum,A,MCQ,single-op-MCQ
92,کدام‌یک از مؤسسه‌های زیر یا موزهٔ هنر یا کتابخانهٔ ملی است؟ الف) موزه آبگینه ب) بانک ملی ج) کتابخانه آستانه فاطمه معصومه  د) کتابخانه آزادگان,Which of the following institutions in Iran is either an art museum or a national library? A) Abgineh Museum B) National Bank C) Fatima Masoumeh Astana Library D) Azadegan Library,A,MCQ,single-op-MCQ
93,کدام‌یک از مؤسسه‌های زیر یا موزهٔ هنر است یا آرشیو ملی؟ الف) موزه راه لاجورد ب) فرهنگسرای نیاوران ج) کتابخانه ابن شهر آشوب د) خانهٔ هنرمندان ایران,Which of the following institutions in Iran is either an art museum or a national archive? A) Azure Way Museum Art B) Niavaran Cultural Center C) Ibn Shahr Ashub Library D) Iran Artists’ House,A,MCQ,single-op-MCQ
94,کدام‌یک از مؤسسه‌های زیر یا کتابخانهٔ ملی یا آرشیو ملی است؟ الف) کتابخانه ملی تبریز ب) موزه آبگینه ج) کتابخانه آزادگان د) باغ موزه هنر ایرانی,Which of the following institutions in Iran is either a national library or a national archive? A) Tabriz National Library B) Abgineh Museum C) Azadegan Library D) Iranian Art Museum Garden,A,MCQ,single-op-MCQ
95,کدام‌یک از مناسبت‌های زیر در ایران هم تعطیلات رسمی و هم مناسبت سنتی است؟ الف) سیزده‌بدر ب) شب یلدا ج) چهارشنبه سوری د) جشن سده,Which of the following occasions in Iran is both an official public holiday and a major traditional occasion? A) Sizdah Be-dar B) Yalda Night C) Chaharshanbe Suri D) Sadeh,A,MCQ,single-op-MCQ
96,کدام‌یک از مناسبت‌های زیر در ایران هم مناسبت سنتی شاخص و هم روز ملی است؟ الف) نوروز ب) شب یلدا ج) چهارشنبه‌سوری د) سیزده‌بدر,Which of the following occasions in Iran is both a major traditional occasion and a national day? A) Novruz B) Yalda Night C) Chaharshanbe Suri D) Sizdah Be-dar,A,MCQ,single-op-MCQ
97,کدام‌یک از مناسبت‌های زیر در ایران هم تعطیلات رسمی است و هم جشنواره محسوب می‌شود؟ الف) هفته دفاع مقدس ب) روز جمهوری اسلامی ج) رحلت امام خمینی د) عید قربان,Which of the following occasions in Iran is both an official public holiday and a festival? A) Sacred Defence Week B) Islamic Republic Day C) Death of Imam Khomeini Day D) Eid al-Adha,A,MCQ,single-op-MCQ
98,کدام‌یک از مناسبت‌های زیر در ایران هم مناسبت سنتی است و هم جشنواره محسوب می‌شود؟ الف) شب یلدا ب) سیزده‌بدر ج) عید فطر د) عید قربان,Which of the following occasions in Iran is both a major traditional occasion and a festival? A) Yalda Night B) Sizdah Be-dar C) Eid al-Fitr D) Eid al-Adha,A,MCQ,single-op-MCQ
99,کدام‌یک از مناسبت‌های زیر در ایران هم روز ملی و هم روز تعیین‌شده توسط سازمان ملل است؟ الف) نوروز ب) روز جمهوری اسلامی ج) روز ملی شدن نفت د) سالروز پیروزی انقلاب,Which of the following occasions in Iran is both a national day and a United Nations designated day? A) Novruz B) Islamic Republic Day C) Oil Nationalization Day D) Victory of Revolution,A,MCQ,single-op-MCQ
100,کدام‌یک از مناسبت‌های زیر در ایران یا تعطیلات رسمی یا مناسبت سنتی شاخص است؟ الف) چهارشنبه‌سوری ب) روز ملی فناوری هسته‌ای ج) جشنواره شعر فجر د) روز فارابی,Which of the following occasions in Iran is either an official public holiday or a major traditional occasion? A) Chaharshanbe Suri B) National Nuclear Technology Day C) Fajr Poetry Festival D) Farabi Day,A,MCQ,single-op-MCQ
101,کدام‌یک از مناسبت‌های زیر در ایران یا تعطیلات رسمی یا روز ملی است؟ الف) روز ملی فناوری هسته‌ای ب) شب یلدا ج) چهارشنبه‌سوری د) جشن سده,Which of the following occasions in Iran is either an official public holiday or a national day? A) National Nuclear Technology Day B) Yalda Night C) Chaharshanbe Suri D) Sadeh,A,MCQ,single-op-MCQ
102,کدام‌یک از مناسبت‌های زیر یا تعطیلات رسمی یا روز تعیین‌شده توسط سازمان ملل است؟ الف) وفات حضرت علی ب) روز ملی فناوری هسته‌ای ج) چهارشنبه‌سوری د) شب یلدا,Which of the following occasions in Iran is either an official public holiday or a United Nations designated day? A) Death of Imam Ali B) National Nuclear Technology Day C) Chaharshanbe Suri D) Yalda Night,A,MCQ,single-op-MCQ
103,کدام‌یک از مناسبت‌های زیر در ایران یا تعطیلات رسمی یا جشنواره است؟ الف) جشنواره بین‌المللی فیلم فجر ب) جشن مهرگان ج) روز کوروش د) روز ملی فناوری هسته‌ای,Which of the following occasions in Iran is either an official public holiday or a festival? A) Fajr International Film Festival B) Mehregan Celebration C) Cyrus Day D) National Nuclear Technology Day,A,MCQ,single-op-MCQ
104,کدام‌یک از مناسبت‌های زیر در ایران یا مناسبت سنتی شاخص یا روز ملی است؟ الف) مهرگان ب) روز جمهوری اسلامی ج) روز ارتش د) روز جوان,Which of the following occasions in Iran is either a major traditional occasion or a national day? A) Mehregan B) Islamic Republic Day C) Army Day D) Youth Day,A,MCQ,single-op-MCQ
105,کدام‌یک از مناسبت‌های زیر در ایران یا مناسبت سنتی شاخص یا روز تعیین شده سازمان‌ملل است؟ الف) سده ب) روز جمهوری اسلامی ج) روز ملی شدن نفت د) نیمه شعبان,Which of the following occasions in Iran is either a major traditional occasion or a UN-designated day? A) Sadeh B) Islamic Republic Day C) Oil Nationalization Day D) Mahdi's Birth,A,MCQ,single-op-MCQ
106,کدام‌یک از مناسبت‌های زیر در ایران یا مناسبت سنتی شاخص یا جشنواره است؟ الف) جشنواره شعر فجر ب) روز جمهوری اسلامی ج) روز ارتش د) روز ملی شدن نفت,Which of the following occasions in Iran is either a major traditional occasion or a festival? A) Fajr Poetry Festival B) Islamic Republic Day C) Army Day D) Oil Nationalization Day,A,MCQ,single-op-MCQ
107,کدام‌یک از مناسبت‌های زیر در ایران یا روز ملی است یا روز تعیین شده توسط سازمان‌ملل؟ الف) نوروز ب) روز معلم ج) روز حافظ د) شب یلدا,Which of the following occasions in Iran is either a national day or a UN designated day? A) Nowruz Day B) Teacher's Day C) Hafiz Day D) Yalda Night,A,MCQ,single-op-MCQ
108,کدام‌یک از مناسبت‌ها در ایران یا روز ملی یا جشنواره است؟ الف) جشنواره موسیقی فجر ب) سیزده‌بدر ج) چهارشنبه‌سوری د) جشن سده,Which of the following occasions in Iran is either a national day or a festival? A) Fajr Music Festival B) Sizdah Be-dar C) Chaharshanbe Suri D) Sadeh,A,MCQ,single-op-MCQ
109,کدام‌یک از مناسبت‌ها در ایران یا روز تعیین شده توسط سازمان‌ملل یا جشنواره است؟ الف) جشنواره بین‌المللی فارابی ب) سیزده‌بدر ج) چهارشنبه‌سوری د) جشن سده,Which of the following occasions in Iran is either a UN-designated day or a festival? A) Farabi International Award B) Sizdah Be-dar C) Chaharshanbe Suri D) Sadeh,B,MCQ,single-op-MCQ
110,کدام‌یک از مکان‌های زیر در ایران هم شهر باستانی هستند و هم در فهرست میراث جهانی یونسکو ثبت شده‌اند؟ الف) آبان ب) شوش ج) ری شهر د) بم,Which of the following places in Iran is both an ancient city and listed as a UNESCO World Heritage site? A) Aban B) Susa C) Reishahr D) Bam,B,MCQ,single-op-MCQ
111,کدام‌یک از مکان‌های زیر در ایران هم کاخ است و هم در فهرست میراث جهانی یونسکو ثبت است؟ الف) کاخ نیاوران ب) کاخ گلستان ج) کاخ سعدآباد د) کاخ باغ فردوس,Which of the following places in Iran is both a palace and listed as a UNESCO World Heritage site? A) Niavaran Palace B) Golestan Palace C) Sa'dabad Palace D) Ferdows Garden Palace,B,MCQ,single-op-MCQ
112,کدام‌یک از پل‌های ایران هم پل سنگی و هم پل قوسی است؟ الف) پل طبیعت ب) سی‌وسه پل ج) پل قدیمی دزفول د) پل ورسک,Which of the following bridges in Iran is both a stone bridge and an arch bridge? A) Tabiat Bridge B) Si-o-se Pol C) Dezful Old Bridge D) Veresk Bridge,B,MCQ,single-op-MCQ
113,کدام‌یک از مکان‌های ایران یا شهر باستانی است یا میراث جهانی یونسکو؟ الف) برج میلاد ب) تخت جمشید ج) پل ورسک د) پل سفید,Which of the following locations in Iran is either an ancient city or a UNESCO World Heritage Site? A) Milad Tower B) Persepolis C) Veresk Bridge D) White Bridge,B,MCQ,single-op-MCQ
